symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
RUN,2019-12-31,2019,FY,7.376289766918392,-3.359382114659312,-1.756806446901552,-8.97806644501147,2.316013299311838,8.288280625789325,13.087622533226801,8.288280625789325,23.979569920186947,1607442570.0,3954769570.0,-4.110875014705055,1.8722149530968641,-7.860854577552607,-1.538193115921226,1.6662080621437472,1.6662080621437472,4.606185541674723,-104.53780153842087,-19.33995593851932,-3.784396059405561,-0.24325721322659702,-0.650113428313647,2.712573764085532,0.45069760801165404,-62.047712193703575,1.384339381317275,-1.238134591324908,0.522955230140503,0.0,0.0,0.145616356347355,0.027444215901176003,0.019743415000944002,-4.110447118887754,0.9789826899827381,4.490914336701164,0.030639033378446003,25.029558289150128,-0.058995175150422005,-0.068700340003626,-31.83360395886492,203736000,1523360000,-3434514000,4867696000,76663000,177317000.0,170019000,35.792682784790664,126.23301214408147,147.265630685522,10.19761503195002,2.8914781783341392,2.478514493170767,-0.405317129852777,7.221259998109917
RUN,2020-12-31,2020,FY,6.605668810796097,-4.490838502643153,-2.27763849691274,-9.223435955474693,3.7245175708780422,43.53617323037692,21.424150824463133,43.53617323037692,38.616578084036504,9685864280.0,14326404280.0,-15.449230685798502,10.503099986879073,-30.46137483803605,-7.522142543725105,1.5936173267426912,1.5936173267426912,15.53518119348378,-66.9526973801045,-45.05555294176846,-11.126033982916125,-0.06472814215398001,-0.13294084686472601,0.8490589941182091,0.35879339854159104,-21.686995859387412,1.262241556055543,-2.016938348055733,0.50717443870943,0.0,0.0,0.28925244336585304,0.021197344151048,0.298856152040649,-3.04956096763237,1.051490417928607,3.991384774966864,0.184980118001585,66.32543454449562,-0.037739336367998005,-0.062169394017281006,-45.56200127501683,236373000,2990940000,-5955843000,12799774000,89667500,215398500.0,271808000,37.65647788798633,101.83364804996732,138.947965504905,9.692887398702977,3.584276975139919,2.626882651168542,-0.10315188886444701,6.9457974585619535
RUN,2021-12-31,2021,FY,7.848380554959733,-4.779995320086578,-3.983708051401049,-12.203707856404657,3.010910048164109,30.49127391143264,15.987398358130374,30.49127391143264,34.97358773862683,7036027599.999999,13264895600.0,-7.175739243062425,4.370328344785006,-8.610068699170078,-2.810621198376109,1.1249120026808481,1.1249120026808481,8.239300998662074,-51.92491906851481,-16.23240682047906,-5.298813320119152,-0.139358464142465,-0.35579323196515,1.094610867668915,0.41536111927427904,-24.382662068479583,1.529185274473382,-2.032917302410741,0.833412542196567,0.0,0.0,0.16098161810834302,0.014388609860902,0.26044981900416203,-2.0634041699197,1.047349800056399,4.344762636048813,0.131059645182408,57.26546340075172,-0.051334536721914,-0.080435976726207,-38.65849184915079,535599000,3279527000,-7362946000,14345241000,120589000,247774500.0,394932000,33.10871304397517,77.01323791333692,135.47618332708396,11.024288365277293,4.739444930373332,2.6942004936673642,-0.156766008989028,8.219999805003608
RUN,2022-12-31,2022,FY,10.98393637004547,-4.02014223054976,-4.016110945506679,-13.53158076528174,3.763990025881607,31.73984963117527,18.412000170335986,31.73984963117527,43.43221810576919,5076554940.0,13069496940.0,-5.974912981303956,2.18682985687221,-5.980910469337047,-1.775106723793026,0.756777372266038,0.756777372266038,5.629953080482566,263.9715808608188,-15.397743548780445,-4.56997947800923,-0.167366454227716,-0.563346409878507,1.301921759920287,0.453242948901086,161.43770071297288,1.815432242475016,-0.9006682083984751,0.998997228254153,0.0,0.0,0.08152201538539701,0.009006117801933,0.22252007843766103,-2.369324440705802,0.8663078061636351,4.458671621076342,0.047657427214870006,53.58144242744596,-0.026073811295875,-0.056714426148291,-46.09309216596403,942192000,3891321000,-8992145000,16285688000,180146000,313637000.0,645361500,33.6875738232859,61.2028367882692,141.45624434545732,10.83485566264498,5.963775850173661,2.580303200391884,-0.126659145435935,9.515469819775062
RUN,2023-12-31,2023,FY,10.431093693743595,-7.406213938202195,-3.788462071066552,-15.827415736560777,3.38725177943335,24.142262349867522,17.50359117807258,24.142262349867522,54.19049399470094,4252682460.0,14660809460.0,-2.650477040468134,1.8818736152062132,-5.181522114189633,-1.240253009507761,0.813096954855505,0.813096954855505,6.487620639406889,-41.54686789052183,-17.862915734580987,-4.275680873333969,-0.37729057250138504,-0.806287098143697,2.119782923421311,0.542142763431054,-29.49530710678599,1.264823852827554,-3.030132207433816,0.30592196854006604,0.0,0.0,0.097825351035683,0.009653896140963,0.152663267423257,-3.177794429417355,1.154141072734779,4.9055765899459995,0.049464712345667,63.4276130568916,-0.12069044479226701,-0.092594359137631,-57.43821258112462,394100000,3792013000,-11653965000,16785745000,193128000,284944500.0,621825000,27.7812212780438,40.16397504330507,80.03201618503286,13.13837128853902,9.087745911764323,4.560674807393648,-0.306773815596566,12.038953665494226
CWEN,2019-12-31,2019,FY,9.46788990825688,-0.880733944954128,4.376146788990826,2.28440366972477,1.422018348623853,16.96330275229358,7.651376146788991,16.96330275229358,67.9908256880734,2174550000.0,9026550000.0,-22.651562499999997,2.107122093023255,4.558805031446541,8.733132530120482,1.176068144943212,1.176068144943212,8.746656976744186,10.928026634382567,18.923584905660377,36.251204819277106,-0.044147064909981,0.114506449610264,3.789616008653326,0.722371134020618,8.295399515738499,0.295576081672338,0.8712871287128711,-4.96875,0.07127911521924,-1.614583333333333,0.028100775193798003,0.00484496124031,0.14721649484536,0.477987421383647,0.220930232558139,0.48101265822784806,0.0038759689922480004,18.334489969202085,0.036689597665207005,-0.011605415860735002,-65.8211009174312,-1449000000,834000000,-6830000000,6265000000,111000000,84500000.0,40000000,41.73449612403101,112.06140350877193,42.69005847953216,8.745762711864407,3.257142857142857,8.55,-0.051919956733369,2.091743119266055
CWEN,2020-12-31,2020,FY,10.42608695652174,-0.539130434782608,4.739130434782608,3.660869565217391,2.330434782608695,15.860869565217392,11.68695652173913,15.860869565217392,67.20869565217392,3671950000.0,10717950000.0,-59.225,3.062510425354462,6.7375229357798165,8.721971496437055,2.01313048245614,2.01313048245614,8.93907422852377,11.922080088987764,19.665963302752292,25.4583135391924,-0.016884761502743,0.11465297730088901,4.009868421052632,0.6905211480362531,7.837597330367075,1.116719242902208,0.8024096385542161,-8.790322580645162,0.057462656081918,-3.403225806451613,0.028356964136780002,0.00417014178482,0.129342900302114,0.22752293577981603,0.103419516263552,0.23754789272030602,0.0,13.870805450886142,0.041839935799226007,-0.006723053567555001,-65.05869565217391,74000000,1344000000,-7170000000,8998000000,130500000,97000000.0,41000000,43.53211009174312,88.7568306010929,41.885245901639344,8.384615384615385,4.112359550561798,8.714285714285714,-0.033991228070175,1.078260869565217
CWEN,2021-12-31,2021,FY,10.991452991452991,-0.6410256410256411,5.9914529914529915,4.700854700854701,1.529914529914529,15.666666666666666,6.837606837606837,15.666666666666666,73.36752136752136,4215510000.0,12308510000.0,-56.206799999999994,3.278001555209953,6.013566333808844,7.664563636363637,2.299787234042553,2.299787234042553,9.57115863141524,12.689185567010309,17.558502139800286,22.37910909090909,-0.01779144160493,0.130470571769489,4.512820512820513,0.6455943182705061,8.343298969072166,0.938687921520539,0.8557692307692301,-9.346666666666666,0.06357475133495101,-3.5733333333333333,0.031104199066874002,0.0046656298600310005,0.195036291266682,0.21540656205420802,0.11741835147744902,0.230534351145038,0.0,15.032017112202157,0.031455432247119004,-0.007271669575334001,-78.7051282051282,-100000000,800000000,-7983000000,10599000000,143500000,135000000.0,39500000,40.87091757387247,146.48558758314857,29.944567627494457,8.930555555555555,2.49171270718232,12.18918918918919,-0.040916530278232006,1.29059829059829
CWEN,2022-12-31,2022,FY,10.17094017094017,9.05982905982906,6.7264957264957275,5.769230769230769,5.837606837606837,19.094017094017094,12.547008547008547,19.094017094017094,64.8974358974359,3728790000.0,10432790000.0,3.51772641509434,3.133436974789916,4.737979669631512,5.524133333333333,1.669109221128021,1.669109221128021,8.767050420168067,11.206004296455424,13.256404066073697,15.455985185185185,0.284274523370852,0.18102387101445702,3.294986571172784,0.5978719948018191,7.200859291084855,2.0680713128038892,1.064655172413793,0.742452830188679,0.094668779952746,0.333018867924528,0.033613445378151,0.0016806722689070002,0.208333333333333,0.14231257941550102,0.094117647058823,0.16374269005847902,0.0,62.387834920664616,0.021284811788511,0.10875141069046801,-63.74145299145299,659000000,1468000000,-7003000000,11172000000,148500000,118000000.0,42000000,46.928571428571416,46.14942528735632,39.43678160919541,7.777777777777778,7.909090909090909,9.25531914893617,0.474485228290062,0.9572649572649571
CWEN,2023-12-31,2023,FY,11.23076923076923,0.675213675213675,6.0,3.4871794871794872,4.914529914529915,17.94871794871795,22.39316239316239,17.94871794871795,76.93162393162393,3209310000.0,11338310000.0,40.62417721518987,2.442397260273972,4.571666666666666,7.865955882352941,1.528242857142857,1.528242857142857,8.628850837138508,10.757409867172676,16.151438746438746,27.789975490196078,0.024615883164917002,0.127130130775774,4.125714285714285,0.589347663424256,7.712523719165086,1.721854304635761,0.7804154302670621,-50.142857142857146,0.09690556537074901,3.9367088607594933,0.027397260273972,0.0,0.16148561322359,0.41880341880341804,0.22374429223744202,0.413502109704641,0.0,16.513099217268962,0.021379134150873003,0.006408696357589,-75.60470085470085,654000000,2620000000,-8147000000,13151000000,249000000,108000000.0,51000000,95.83333333333333,124.23890063424948,42.44186046511628,3.8086956521739133,2.937888198757764,8.6,0.037619047619047004,2.512820512820512
BE,2019-12-31,2019,FY,6.820627530012683,-2.809864660609114,1.422627217290085,0.97914314008235,1.761870428603693,-2.255025278409979,-1.458155979082332,-2.255025278409979,10.321635191716325,859931460.0,1751078460.0,-2.658491031514904,1.095207144376363,5.250848507052574,7.629119476210332,-3.312601446874735,-3.312601446874735,2.230170343756885,-11.843374567983064,10.692302985894852,15.535176237834577,-0.376153234351956,0.131076725579966,-4.214157492083792,0.827141572867197,-6.027250038889979,0.8235830121749791,-2.470435926822021,-0.5062974161117391,0.0,0.0,0.19441476253125,0.13266817545598,0.0,0.311735971179092,0.065021008002017,0.649661508704061,0.24999586080590702,11.940146831934257,-0.279562780076897,-0.24456993885486802,-10.383743202626869,-101257000,-167860000,-1017744000,505802000,70720500,61234000.0,121041000,23.224107430553875,29.503534082810976,58.183205107694995,15.716427470525831,12.371399269508267,6.273287958688393,1.246045748360902,0.44348407720773403
BE,2020-12-31,2020,FY,5.725458110465535,-1.290977638730698,-0.7114444716771671,-0.984746471359986,1.780157437176511,0.5682155678263,1.019275961995934,0.5682155678263,7.152160435979874,3975772520.0,4642198520.0,-22.200229609072686,5.005712983492541,-40.2842402196711,-29.10393774797593,50.438603978483705,50.438603978483705,5.844779420004104,-131.324748083397,-47.03675559563495,-33.98239111020014,-0.045044579160177005,-0.034359611701325,11.587498731350857,0.628012351595551,-18.852753967580412,1.417590752949857,-1.025333485638858,0.5510896938359561,0.0,0.0,0.13482581615039102,0.10522797064389201,0.0,-0.384150851630814,0.047734520873229005,0.725205149295128,0.09303529002942401,4.062629175909913,-0.08153687752939101,-0.123135726598216,-6.6053600005766935,182227000,141396000,-694387000,818476000,77450000,56956500.0,125832500,48.226137461016535,33.87982254866704,82.50649212193733,7.568509924624313,10.773374018582645,4.423894297439796,-2.271985689637674,0.27330199968281804
BE,2021-12-31,2021,FY,5.605322939609543,-1.114917146184803,-0.34987142379409303,-0.637063388646086,2.283438462159388,-0.255572596547469,-0.031371441091341004,-0.255572596547469,6.8708356876809,3803495340.0,4530099340.0,-19.669623052298974,3.9123526398512203,-62.68016908093142,-34.423576037867335,-85.80732166222985,-85.80732166222985,4.659752287651618,-65.72505389916576,-74.65432903215175,-40.999713460824864,-0.050839815147505005,-0.029049858123396003,-25.326873618192483,0.6505898627179061,-10.54195139644541,2.354655321932147,-1.658848243390076,0.313809348964932,0.0,0.0,0.12568506114119202,0.106355227859975,0.001134117344345,-0.8208500189515661,0.051235578742943,0.9318292363527511,0.075371126215829,2.532034967112274,-0.10676375941635001,-0.11218811172339001,-6.724018092920813,463941000,-3484000,-920678000,1176664000,114589000,65650500.0,142714500,46.64433703362354,34.38307115331238,67.55794963819802,7.825172855107577,10.615689284196966,5.402769059077911,4.362428371610341,0.287191964851993
BE,2022-12-31,2022,FY,6.45013366898503,-1.6948581817790611,-1.031284459434018,-1.659679302016599,1.87458245251658,1.8330509340691852,2.037663993286966,1.8330509340691852,5.772176410786038,3554541840.0,4225638840.0,-11.281179868353403,2.964279653914312,-18.5399865430856,-11.520297913439164,10.430697611634589,10.430697611634589,3.523935236109663,-22.18194762177229,-22.040333397662252,-13.695328540963098,-0.088643210344093,-0.086803310774926,2.991971289142166,0.5237752276116581,-3.522837390222521,1.9484653452558,-4.878993513169948,0.6084783202046421,0.0,0.0,0.139885333055352,0.125596580840195,-0.06494772753074901,-0.6093322136624191,0.097423537996455,1.896231008959875,0.09361742937558601,8.360749422005211,-0.19252369320602503,-0.15199107018816602,-4.635782945236059,514017000,505245000,-511848000,1114957000,210979500,117368500.0,205882000,90.62318774106119,56.18954224108972,93.2245533798296,4.027666749518007,6.495870680595908,3.915277539736358,-0.9246105224237551,0.628394842582581
BE,2023-12-31,2023,FY,6.269812536145683,-1.420512410605554,-1.751595111928193,-2.145325628523469,3.124834846554229,2.360709231196016,2.448126536926194,2.360709231196016,7.348959239424302,3147678800.0,3937770800.0,-10.418775569648744,2.360517146992433,-8.449441254553312,-6.89871961777018,6.269302379311582,6.269302379311582,2.953025414894973,-30.476686841168366,-10.570317101127154,-8.630352203739013,-0.095980568284159,-0.14495443435969302,2.897328701914841,0.602684203395897,-6.114979180533412,3.599251310525443,-1.9289836471250892,1.209763685429162,0.0,0.0,0.12064388400188901,0.11688676910616601,-0.017027547596467,-0.22478397770923703,0.062797813224144,1.337491414972288,0.063353506265607,8.686303996336036,-0.10742223615002901,-0.123072736575557,-3.206574635251856,1222745000,561769000,-199840000,1814730000,345647000,146924000.0,385454500,107.72929274749339,42.44914042385328,161.5055482373494,3.3881221225087153,8.598525113947819,2.259984279076246,-0.6017312051115561,0.393730516595276
PLUG,2019-12-31,2019,FY,0.9708467258954331,-0.510080463741559,-0.21725235521169,-0.27889616136905504,0.5882115318234931,0.5678997311353461,0.5072594974429561,0.5678997311353461,2.414696551311774,749402784.8000001,1147056784.8000002,-6.195101017632909,3.254890721380826,-14.545296859593961,-11.330381832751245,5.564362556894541,5.564362556894541,4.982026436876464,-30.7069143300763,-22.26343668335857,-17.342598158479614,-0.161417868272645,-0.08825827891425701,3.9883723520370653,0.6965263802153571,-10.645268371034668,2.077975475989946,-1.409554391301898,0.602843269174515,0.0,0.0,0.0,0.14626105916026302,0.018647949127575003,-0.283742867124723,0.063494890092469,1.152281863324663,0.047298676592584,2.552974257579784,-0.10542764978927001,-0.159839482665898,-1.862628386645941,162549000,120298000,-323165000,436629000,33642500,41227000.0,60150500,40.34294798014238,85.94795153085187,130.62897668003143,9.047430053442314,4.246756246063406,2.794173308836733,-0.898187542230043,0.061643806157364006
PLUG,2020-12-31,2020,FY,-0.28317869720978,-1.583138848860684,-0.44056470954688903,-0.582116007485282,3.699099771401179,4.244859071690122,3.931327216886933,4.244859071690122,2.186086891611346,12030932494.46,11433646494.46,-21.419473108378046,-119.747708193174,-76.96939692440566,-58.25299349950854,7.988486644033268,7.988486644033268,-113.80273014024226,-20.724428527983555,-73.14818495828747,-55.36097349263299,-0.046686489202615006,-0.017166499778392002,0.47483522948353,0.295975766274842,1.082630202338594,6.791953560305926,-9.097678724952054,0.27828557796048303,0.0,0.0,0.0,-0.507798425384944,0.046039607853362,-0.321295135245796,-0.49986563019438807,3.394457587022643,-0.170550119937493,12.296525092376909,-0.23486229373332201,-0.24369050444292703,1.420861211952736,1366930000,1394796000,692832000,1914477000,34133000,48838500.0,105888500,-155.55614169544836,43.14977453270752,120.17652352820289,-2.346419730020085,8.458908625891661,3.03719885784799,-0.372954395451895,0.14155129793839202
PLUG,2021-12-31,2021,FY,0.899960659259817,-0.824041001223154,-0.641682975126595,-0.987924772094613,6.932376488258957,8.251241601359837,7.572889594430745,8.251241601359837,1.5288449455454391,15757482856.710001,14086362856.710001,-34.258004101855576,31.36803782425121,-43.99368706085835,-28.575050244105455,3.421303285477374,3.421303285477374,28.041379890015172,-35.67748459877161,-39.32804782204838,-25.544595545333873,-0.02919025863348,-0.03499556401327,0.175901535837363,0.13615775664041901,4.232558728550623,10.577798755448184,-10.117385772122613,0.7787027273814311,0.0,0.0,0.0,0.12892013807326402,0.063636834218588,-0.539583891718038,0.38472992503115405,8.270186999871624,0.152226968877776,12.368736042404286,-0.078002251372143,-0.082557769708039,4.941423452150103,4027972000,4227052000,3104145000,4980172000,87065000,71177000.0,204274500,95.41085555259167,50.01403543669432,145.8386451758475,3.825560497136591,7.297951401302177,2.5027659819514563,-0.099868727766661,0.34624179696801705
PLUG,2022-12-31,2022,FY,1.209970301563224,-1.248899660832269,-1.429358492803695,-2.229530358817948,3.723213373384435,7.003789857993881,6.216626069711277,7.003789857993881,1.6176263113672409,7171095677.959999,7379193677.959999,-9.904718840068066,10.22339142044936,-8.654231994477586,-5.548253671933994,1.766186629069305,1.766186629069305,10.52006397975593,-12.500561024751443,-8.905369121977062,-5.709258425527041,-0.100961977431873,-0.180236892386252,0.22134990914272,0.155913422605024,-0.352523847679774,5.202940458856401,-17.40784384045905,1.144494259731936,0.0,0.0,0.0,0.14196367472627702,0.07916553614018401,-0.5598118806743231,0.661315294251824,8.990309514119039,0.256083200273722,14.028834324677643,-0.13719426330922402,-0.136400836180637,1.588870024425792,2670023000,3603882000,1601236000,4349470000,161609000,142101000.0,457399500,99.85984546076642,78.18931430816838,263.07009631657206,3.655122820547559,4.668157065061623,1.387462904794652,-0.178317694584571,0.800171866014253
PLUG,2023-12-31,2023,FY,1.496871994482716,-2.298749952682209,-1.858318534941481,-3.027357862281526,0.5904343350239031,4.866966756804612,4.549761017636772,4.866966756804612,0.688118776623147,2679607885.5,3296872885.5,-1.957585684667158,3.006269084187852,-2.421543947061641,-1.48644468368488,0.9246005211990511,0.9246005211990511,3.6987826031592883,-3.38863021444679,-2.979362250467661,-1.8288568263867,-0.510833322818268,-0.6727461916181161,0.12295949967651401,0.07268428376144101,-0.6344444878417791,1.852161069651741,-19.55028932042471,0.8084039470117971,0.0,0.0,0.0,0.127611237013934,0.038526635524884,-0.629084468221621,0.780988175107142,9.793143226931896,0.18276751856754903,15.8659585604837,-0.31907386413085503,-0.290385230592729,-1.502778688923215,822165000,2709239000,-217648000,3015739000,280982500,224861499.5,803444500,151.53761191015775,67.26119257953687,250.76804459339405,2.408642946124807,5.426606130546745,1.455528357258703,-0.47231675652361405,1.1690393273400441
SEDG,2019-12-31,2019,FY,29.75149407526519,3.05826894577672,5.404961186744163,3.8906955742633533,6.6937209668544835,16.93839709051983,12.688261163049983,16.93839709051983,1.308042344344108,4556611814.42,4390585814.42,31.09275269309241,3.196142007505296,17.59309580857143,24.440359875240027,5.613872404326882,5.613872404326882,3.079686471122146,19.43476639083899,16.9520687815444,23.549843993284632,0.03216183558499,0.04091592779749,0.07130360860941,0.038722113387714,-0.734907973830749,2.135866951826596,39.5309053069719,1.7867367564174201,0.0,0.0,0.040448634316737,0.085119172874317,0.136263033378294,0.280162162162162,0.050897128347572006,2.697973601041085,0.042333375419104,34.14013636171302,0.17729175253385301,0.11351922055025601,0.207141485481168,496049000,608008000,249809000,912532000,292081500,132113500.0,156158500,97.87712357785166,60.61258218661302,65.87743918032129,3.729165576772168,6.021852012115967,5.54059181020855,0.18055244126307401,1.514265612480811
SEDG,2020-12-31,2020,FY,29.059111665235886,2.794294320307352,4.433827923547509,1.909002330470377,20.529347139722482,21.621161459599705,17.473250768210896,21.621161459599705,13.35548903137622,16025354349.6,15860813349.6,114.2041472441955,10.981753457445533,71.97392535357392,167.16585145360665,14.759614121391802,14.759614121391802,10.868997841799091,90.88249684620673,71.2349300469336,165.4494690408387,0.008756249436911001,0.005982083011,0.6102700696380491,0.271881561308911,-0.942820307128122,3.942547449088395,17.661174430128842,1.586743347443736,0.0,0.0,0.043253789049463004,0.11178389757625501,0.085468889573671,0.5694460039073901,0.086885849167152,3.982848526732424,0.046125085744868004,36.8694656180785,0.069909576627027,0.06295820374262101,1.033851262104138,1283242000,877460000,367989000,1836547000,328811500,159599500.0,251247000,68.86513539979894,59.27237572050441,121.32236108995582,5.300214656966545,6.158011983881617,3.008513819883267,0.129238862839475,2.5248255930771313
SEDG,2021-12-31,2021,FY,37.62036230592813,3.240669135248025,4.101916659345772,1.242821612322642,13.367582987239881,25.095483556606887,21.484714949271662,25.095483556606887,13.837678279425178,14646366203.74,14829960203.74,86.57779868617367,7.457929238384512,68.39973195475625,225.75243077375998,11.180099373942303,11.180099373942303,7.551415297762321,59.675746969888415,69.25713099925746,228.58226523228214,0.011550305218833,0.004429631152021001,0.54477996456594,0.24601674001612503,0.738782096423067,3.258478505505721,23.88044731381139,1.265762250990128,0.0,0.0,0.041854200772456,0.11183711711344702,0.06497519952925801,0.6970144165432981,0.07599860479208001,3.775161249525736,0.052240352570059004,42.77661250508805,0.09248533032093201,0.062367671006019004,-5.890376383117472,1186110000,1121549000,120377000,1832116000,401351500,207059500.0,355919500,98.0177863549684,68.94086158074613,103.96950800533814,3.723813948196746,5.294392782899853,3.5106446784499523,0.129133560145919,2.85909504702313
SEDG,2022-12-31,2022,FY,56.46042669725059,1.702356076493929,0.567893744836648,-2.506127948181602,18.592674925850147,39.507244529956466,38.57930716745296,39.507244529956466,13.473571357127,15604712607.9,15553875607.9,166.39879512364175,5.017142387515718,498.8081002397391,-113.03094090049761,7.1700773711315104,7.1700773711315104,5.000797551570132,66.57881141659817,497.18308425712826,-112.66270893833706,0.006009658899614001,-0.008847135059065,0.336466844271597,0.171655826171386,-0.217609239093212,3.2590790105168272,16.688768334337954,0.333592808624532,0.0,0.0,0.036169102514597005,0.093179422167593,0.011982796793866001,5.413022631377061,0.054445597967256,3.40890973508334,0.046792908288934,38.900468510029754,0.030233190731724,0.022249765174451003,1.612041111847511,2009941000,2125248000,810075000,2667782000,790061500,355949500.0,554672000,123.5423558465334,74.08016353942897,117.47648447606869,2.9544523212217992,4.9270949544506575,3.107004790174451,0.043089719284348,3.074021693018251
SEDG,2023-12-31,2023,FY,52.62871830818218,0.6069794306660591,-3.1846219288518762,-6.387101914302334,15.20654186230816,42.6455519134943,41.26038556498983,42.6455519134943,13.075262372866108,5293745121.599999,5690577121.599999,154.20621403478108,1.7784966651078031,-29.391243950186826,-14.654533661096899,2.194836174001589,2.194836174001589,1.9118170975042061,38.63518990834408,-31.59448302787694,-15.753073120065551,0.006484822977201,-0.068238268315195,0.304862248119642,0.16027530820791303,2.694222282571797,3.699273760091174,9.574898785425102,-5.246671910046899,0.0,0.0,0.049219762085221004,0.108005703289201,0.017076197362051,-1.005607590790226,0.060850427074766004,3.166707462060284,0.050375806980481004,24.133211316981527,0.005462677332502001,0.007612781329625001,-0.049467700840279,2411075000,2333568000,1128484000,3168162000,920546000,423151000.0,1086325000,96.67215796390963,62.06785086493848,231.82018123777615,3.775647587553228,5.8806611621570575,1.57449622397466,0.014233124052358001,3.202479985450458
ORA,2019-12-31,2019,FY,14.666561818074587,1.7318693848664162,4.649242141270371,-0.8550337153753901,1.399197908270588,27.373739359506164,25.73475927418562,27.373739359506164,26.52792576719681,3790608840.0,4988447840.0,43.028649072024514,5.080945413407252,16.028418769265897,-87.15445795875198,2.7223171456888,2.7223171456888,6.686533019500191,22.98156682622096,21.093427035895353,-114.69541857310372,0.023240329909640003,-0.011473882385606001,0.9113715689231691,0.390405889074091,5.518393277527722,1.104091628682837,0.8496964570063691,2.528174208652705,0.0059056476003990005,0.25411203814064304,0.074838749457136,0.006228855134549001,0.063485734783697,1.183908191785803,0.37529421857155804,1.8821196415727242,0.012543496094064,32.65997819634813,0.017137994245726002,0.028939264828683003,-29.19836043014135,39188000,1309050000,-1319420000,2625084000,207021000,129109500.0,39986500,105.15783251389999,108.61238544137976,26.75859674736376,3.470973024779238,3.360574381243082,13.64047612234971,0.063267548584478,5.504275856645762
ORA,2020-12-31,2020,FY,13.678166269125603,1.657183857893614,5.139042410844144,-1.080788100917253,8.692613493125448,35.02210716155681,33.40217581011112,35.02210716155681,30.288207574611672,4655468760.0,5691135760.0,54.47796246021344,6.600299939603767,17.56747517971359,-83.53163762941166,2.577800347178963,2.577800347178963,8.068618854399709,25.621320247608327,21.475578800399994,-102.11429063570954,0.018356046277067002,-0.011971511972942,0.8216674003383191,0.38156954497405104,4.662541361845808,3.133574907398842,0.8404166613215651,2.603039113608235,0.0048267964319880004,0.262954034824939,0.085385529289337,0.007648771801480001,0.056309522248338004,1.210309239448312,0.454726926795795,2.047978443542002,0.013936501725404001,36.13663777656863,0.012005110204332,0.023285013623978,-25.94414548063684,530507000,1722450000,-1168396000,3355835000,203319500,108818000.0,35135000,99.2013307019857,64.46390656937028,30.046974015713165,3.679386127354578,5.662083162881537,12.147645876390815,0.04731822246585601,6.219830511761398
ORA,2021-12-31,2021,FY,11.839940004285408,1.108706520962788,4.621491322048425,-2.86497393043354,5.046443111206343,33.122616241697024,27.757338761517033,33.122616241697024,36.01940932790515,4441117200.0,6136412200.0,71.52478902274045,6.697669073601535,17.15896330296497,-27.679134933000935,2.394134552094097,2.394134552094097,9.254351183258834,30.577943103731794,23.70900541685019,-38.24501215331879,0.013981166720842,-0.036128296726778,1.04289705816553,0.43712466202918504,8.447710545592258,1.106175434985555,0.214244235282731,3.402105761268188,0.006076398974564001,0.43461315467371,0.11446664374347701,0.006226963702939001,0.102417753844721,1.6199241177334232,0.6323060125112351,2.291454430186039,0.013826302549903,28.744971106554324,0.0035516472779730003,0.015630813536367,-35.85385865295336,57776000,1554522000,-1815956000,3553271000,171240500,75471500.0,31883000,82.99808169100747,68.80284692511023,26.03769066021979,4.397692001591723,5.305013038156564,14.018140270697838,0.033472794324956,7.486465252481966
ORA,2022-12-31,2022,FY,13.095249986622193,1.1744109305602621,5.011754633180529,-5.039009685532347,1.710076164315145,33.31200613595419,28.653389936321638,33.31200613595419,38.17947666018586,4848328240.0,6805169240.0,73.63691681475069,6.603921275908897,17.255433741200253,-17.162102356797472,2.5960610011614023,2.5960610011614023,9.269339802413374,30.533980221831364,24.21992511762654,-24.088924113811583,0.01358014489547,-0.058267919582936006,1.099135186828238,0.445121508272979,8.780111454108187,1.328013142973452,0.27443784689376904,3.611723118452342,0.005598424581913001,0.412250725231998,0.08346148450131301,0.0069167578140430005,0.091979341566088,2.005438225600945,0.7675122146564981,2.8345003823091472,0.015863048740123002,29.668917115585643,0.0051953105024330004,0.015723565574798003,-41.747632128141554,112807000,1606395000,-2124297000,3950849000,164209000,76357500.0,25638500,88.31584166372679,60.8295421578003,17.908990297312688,4.132893862799627,6.000373947466828,20.380825157673442,0.035254884553251,10.050764318712877
